200
2740
(2,74)
(2,75)
(2,84)
(2,91)
(2,93)
(2,95)
(2,96)
(2,105)
(2,106)
(2,107)
(2,109)
(2,114)
(2,115)
(2,118)
(2,121)
(2,122)
(2,125)
(2,126)
(2,128)
(2,131)
(2,137)
(2,139)
(2,140)
(2,141)
(2,143)
(2,144)
(2,146)
(2,150)
(2,151)
(2,153)
(2,155)
(2,156)
(2,157)
(2,160)
(2,163)
(2,164)
(2,166)
(2,170)
(2,171)
(2,175)
(2,177)
(2,178)
(2,193)
(2,197)
(2,68)
(3,40)
(3,52)
(3,53)
(3,70)
(3,75)
(3,93)
(3,105)
(3,107)
(3,125)
(3,134)
(3,157)
(3,68)
(4,16)
(4,149)
(4,186)
(5,18)
(5,56)
(5,116)
(5,182)
(6,7)
(6,10)
(6,13)
(6,17)
(6,26)
(6,27)
(6,28)
(6,33)
(6,36)
(6,40)
(6,48)
(6,52)
(6,53)
(6,61)
(6,63)
(6,65)
(6,71)
(6,93)
(6,105)
(6,107)
(6,109)
(6,121)
(6,125)
(6,134)
(6,141)
(6,144)
(6,146)
(6,150)
(6,155)
(6,157)
(6,158)
(6,164)
(6,168)
(6,177)
(6,178)
(6,199)
(7,10)
(7,17)
(7,23)
(7,26)
(7,27)
(7,28)
(7,36)
(7,42)
(7,48)
(7,53)
(7,54)
(7,61)
(7,63)
(7,65)
(7,66)
(7,74)
(7,79)
(7,84)
(7,85)
(7,91)
(7,92)
(7,95)
(7,96)
(7,98)
(7,110)
(7,112)
(7,114)
(7,115)
(7,118)
(7,119)
(7,122)
(7,125)
(7,126)
(7,127)
(7,128)
(7,131)
(7,132)
(7,133)
(7,134)
(7,139)
(7,140)
(7,141)
(7,143)
(7,144)
(7,146)
(7,147)
(7,148)
(7,150)
(7,151)
(7,152)
(7,153)
(7,155)
(7,156)
(7,157)
(7,158)
(7,160)
(7,164)
(7,165)
(7,166)
(7,168)
(7,170)
(7,171)
(7,177)
(7,178)
(7,185)
(7,187)
(7,189)
(7,190)
(7,193)
(7,196)
(7,197)
(7,199)
(7,68)
(8,30)
(8,45)
(8,81)
(8,130)
(8,150)
(8,188)
(9,10)
(9,23)
(9,26)
(9,28)
(9,42)
(9,53)
(9,54)
(9,61)
(9,63)
(9,65)
(9,66)
(9,67)
(9,74)
(9,188)
(9,79)
(9,84)
(9,85)
(9,91)
(9,92)
(9,93)
(9,96)
(9,98)
(9,106)
(9,114)
(9,115)
(9,121)
(9,122)
(9,125)
(9,126)
(9,127)
(9,128)
(9,129)
(9,131)
(9,133)
(9,134)
(9,139)
(9,140)
(9,141)
(9,143)
(9,144)
(9,146)
(9,147)
(9,148)
(9,150)
(9,151)
(9,155)
(9,156)
(9,157)
(9,158)
(9,160)
(9,163)
(9,164)
(9,165)
(9,166)
(9,170)
(9,171)
(9,175)
(9,177)
(9,185)
(9,187)
(9,190)
(9,195)
(9,197)
(9,68)
(10,13)
(10,16)
(10,27)
(10,28)
(10,36)
(10,42)
(10,48)
(10,52)
(10,53)
(10,54)
(10,61)
(10,63)
(10,71)
(10,79)
(10,85)
(10,91)
(10,92)
(10,93)
(10,96)
(10,98)
(10,106)
(10,107)
(10,110)
(10,112)
(10,114)
(10,115)
(10,118)
(10,122)
(10,125)
(10,126)
(10,128)
(10,131)
(10,133)
(10,134)
(10,139)
(10,141)
(10,146)
(10,150)
(10,155)
(10,157)
(10,160)
(10,165)
(10,170)
(10,171)
(10,175)
(10,177)
(10,178)
(10,187)
(10,190)
(10,196)
(10,197)
(10,199)
(10,68)
(11,32)
(11,38)
(11,39)
(11,45)
(11,71)
(11,73)
(11,109)
(11,130)
(11,186)
(13,27)
(13,28)
(13,33)
(13,36)
(13,48)
(13,52)
(13,53)
(13,63)
(13,66)
(13,71)
(13,85)
(13,91)
(13,93)
(13,95)
(13,98)
(13,105)
(13,106)
(13,107)
(13,109)
(13,122)
(13,125)
(13,129)
(13,134)
(13,146)
(13,152)
(13,155)
(13,158)
(13,163)
(13,166)
(13,174)
(13,177)
(13,178)
(13,193)
(13,199)
(14,38)
(14,39)
(14,69)
(14,80)
(14,106)
(14,142)
(14,154)
(14,41)
(16,18)
(16,24)
(16,43)
(16,52)
(16,53)
(16,56)
(16,63)
(16,71)
(16,90)
(16,96)
(16,116)
(16,122)
(16,125)
(16,126)
(16,131)
(16,137)
(16,138)
(16,141)
(16,175)
(16,182)
(16,186)
(16,193)
(16,195)
(16,198)
(16,68)
(17,28)
(17,33)
(17,53)
(17,63)
(17,95)
(17,119)
(17,121)
(17,127)
(17,137)
(17,141)
(17,158)
(17,178)
(17,187)
(17,199)
(18,24)
(18,56)
(18,116)
(20,30)
(20,34)
(20,43)
(20,45)
(20,55)
(20,57)
(20,59)
(20,73)
(20,83)
(20,117)
(20,124)
(20,136)
(20,194)
(21,31)
(21,46)
(21,80)
(21,102)
(21,116)
(21,181)
(21,198)
(22,194)
(22,200)
(23,27)
(23,28)
(23,37)
(23,42)
(23,54)
(23,65)
(23,74)
(23,79)
(23,85)
(23,92)
(23,95)
(23,96)
(23,98)
(23,110)
(23,112)
(23,114)
(23,115)
(23,118)
(23,119)
(23,122)
(23,126)
(23,127)
(23,128)
(23,131)
(23,132)
(23,134)
(23,139)
(23,140)
(23,141)
(23,143)
(23,144)
(23,146)
(23,150)
(23,151)
(23,153)
(23,155)
(23,156)
(23,157)
(23,158)
(23,164)
(23,165)
(23,170)
(23,171)
(23,175)
(23,177)
(23,185)
(23,187)
(23,189)
(23,190)
(23,193)
(23,196)
(23,197)
(23,68)
(24,50)
(24,56)
(24,62)
(24,108)
(24,111)
(24,116)
(24,182)
(24,198)
(25,101)
(25,117)
(25,161)
(25,176)
(25,192)
(25,194)
(26,28)
(26,36)
(26,42)
(26,52)
(26,54)
(26,61)
(26,65)
(26,66)
(26,67)
(26,74)
(26,188)
(26,79)
(26,84)
(26,85)
(26,91)
(26,95)
(26,96)
(26,98)
(26,110)
(26,112)
(26,114)
(26,115)
(26,118)
(26,119)
(26,121)
(26,122)
(26,125)
(26,126)
(26,127)
(26,128)
(26,131)
(26,132)
(26,133)
(26,134)
(26,139)
(26,140)
(26,141)
(26,143)
(26,144)
(26,146)
(26,147)
(26,148)
(26,150)
(26,151)
(26,152)
(26,153)
(26,155)
(26,156)
(26,157)
(26,158)
(26,160)
(26,163)
(26,164)
(26,165)
(26,170)
(26,171)
(26,177)
(26,185)
(26,187)
(26,189)
(26,190)
(26,193)
(26,196)
(26,197)
(26,68)
(27,28)
(27,33)
(27,36)
(27,42)
(27,48)
(27,52)
(27,53)
(27,54)
(27,63)
(27,71)
(27,84)
(27,85)
(27,92)
(27,93)
(27,95)
(27,98)
(27,105)
(27,106)
(27,109)
(27,112)
(27,119)
(27,121)
(27,125)
(27,127)
(27,128)
(27,129)
(27,131)
(27,141)
(27,151)
(27,155)
(27,157)
(27,164)
(27,170)
(27,175)
(27,177)
(27,187)
(27,193)
(27,196)
(27,197)
(27,199)
(27,68)
(28,33)
(28,36)
(28,37)
(28,42)
(28,52)
(28,53)
(28,54)
(28,63)
(28,65)
(28,66)
(28,67)
(28,71)
(28,74)
(28,79)
(28,84)
(28,85)
(28,91)
(28,92)
(28,93)
(28,95)
(28,96)
(28,98)
(28,106)
(28,107)
(28,110)
(28,112)
(28,114)
(28,115)
(28,118)
(28,119)
(28,121)
(28,122)
(28,125)
(28,126)
(28,127)
(28,128)
(28,129)
(28,131)
(28,132)
(28,133)
(28,134)
(28,137)
(28,138)
(28,139)
(28,140)
(28,141)
(28,143)
(28,144)
(28,146)
(28,147)
(28,148)
(28,150)
(28,151)
(28,152)
(28,153)
(28,155)
(28,156)
(28,157)
(28,158)
(28,160)
(28,163)
(28,164)
(28,165)
(28,166)
(28,168)
(28,170)
(28,171)
(28,177)
(28,178)
(28,185)
(28,187)
(28,189)
(28,190)
(28,193)
(28,196)
(28,197)
(28,199)
(28,68)
(29,77)
(29,86)
(29,88)
(29,97)
(30,38)
(30,39)
(30,43)
(30,45)
(30,51)
(30,81)
(30,83)
(30,117)
(30,142)
(30,186)
(30,188)
(30,194)
(31,35)
(31,99)
(31,102)
(31,198)
(32,39)
(32,64)
(32,71)
(32,94)
(32,194)
(33,43)
(33,53)
(33,63)
(33,95)
(33,125)
(33,126)
(33,138)
(33,141)
(33,174)
(33,175)
(33,178)
(33,193)
(33,199)
(34,154)
(34,41)
(35,38)
(35,46)
(35,55)
(35,62)
(35,102)
(35,111)
(35,173)
(36,48)
(36,52)
(36,53)
(36,54)
(36,61)
(36,63)
(36,65)
(36,66)
(36,67)
(36,70)
(36,71)
(36,91)
(36,93)
(36,98)
(36,105)
(36,106)
(36,107)
(36,109)
(36,114)
(36,122)
(36,125)
(36,127)
(36,128)
(36,131)
(36,132)
(36,133)
(36,134)
(36,140)
(36,146)
(36,147)
(36,150)
(36,151)
(36,155)
(36,157)
(36,158)
(36,160)
(36,163)
(36,164)
(36,175)
(36,178)
(36,189)
(36,197)
(36,199)
(36,68)
(37,42)
(37,53)
(37,79)
(37,95)
(37,96)
(37,118)
(37,121)
(37,122)
(37,126)
(37,128)
(37,131)
(37,139)
(37,140)
(37,141)
(37,157)
(37,166)
(37,175)
(37,68)
(38,57)
(38,59)
(38,69)
(38,73)
(38,82)
(38,83)
(38,94)
(38,109)
(38,136)
(38,186)
(38,194)
(39,64)
(39,71)
(39,73)
(39,94)
(39,106)
(39,109)
(39,194)
(40,53)
(40,65)
(40,71)
(40,74)
(40,188)
(40,126)
(42,48)
(42,52)
(42,54)
(42,63)
(42,66)
(42,79)
(42,84)
(42,85)
(42,91)
(42,93)
(42,95)
(42,96)
(42,98)
(42,106)
(42,110)
(42,112)
(42,114)
(42,115)
(42,118)
(42,119)
(42,121)
(42,122)
(42,125)
(42,126)
(42,127)
(42,128)
(42,131)
(42,133)
(42,134)
(42,139)
(42,140)
(42,143)
(42,144)
(42,146)
(42,147)
(42,150)
(42,151)
(42,152)
(42,155)
(42,156)
(42,157)
(42,158)
(42,160)
(42,163)
(42,166)
(42,170)
(42,171)
(42,175)
(42,177)
(42,187)
(42,189)
(42,193)
(42,196)
(42,197)
(42,68)
(43,71)
(43,83)
(43,106)
(43,117)
(43,122)
(43,124)
(43,125)
(43,129)
(43,134)
(43,138)
(43,150)
(43,158)
(43,161)
(43,174)
(43,175)
(43,192)
(43,194)
(43,195)
(45,83)
(45,142)
(45,188)
(45,194)
(46,62)
(46,80)
(46,82)
(46,100)
(46,102)
(46,116)
(46,176)
(46,181)
(47,68)
(48,52)
(48,53)
(48,66)
(48,70)
(48,71)
(48,85)
(48,98)
(48,105)
(48,106)
(48,107)
(48,109)
(48,110)
(48,128)
(48,134)
(48,146)
(48,147)
(48,150)
(48,155)
(48,158)
(48,160)
(48,163)
(48,166)
(48,178)
(48,197)
(48,68)
(50,56)
(50,62)
(50,102)
(50,108)
(50,111)
(50,116)
(50,181)
(51,83)
(51,100)
(51,101)
(51,117)
(51,136)
(51,150)
(51,176)
(51,194)
(52,53)
(52,54)
(52,61)
(52,63)
(52,65)
(52,70)
(52,71)
(52,74)
(52,79)
(52,91)
(52,93)
(52,96)
(52,98)
(52,106)
(52,107)
(52,109)
(52,110)
(52,112)
(52,121)
(52,122)
(52,125)
(52,126)
(52,127)
(52,131)
(52,132)
(52,137)
(52,140)
(52,141)
(52,150)
(52,151)
(52,155)
(52,157)
(52,158)
(52,163)
(52,166)
(52,171)
(52,175)
(52,177)
(52,178)
(52,189)
(52,193)
(52,196)
(52,68)
(53,54)
(53,63)
(53,65)
(53,66)
(53,67)
(53,70)
(53,71)
(53,85)
(53,91)
(53,92)
(53,93)
(53,95)
(53,96)
(53,98)
(53,106)
(53,107)
(53,109)
(53,114)
(53,118)
(53,121)
(53,122)
(53,125)
(53,126)
(53,127)
(53,128)
(53,131)
(53,133)
(53,134)
(53,137)
(53,138)
(53,139)
(53,140)
(53,141)
(53,144)
(53,147)
(53,150)
(53,151)
(53,155)
(53,158)
(53,160)
(53,163)
(53,165)
(53,166)
(53,168)
(53,170)
(53,174)
(53,175)
(53,177)
(53,178)
(53,189)
(53,193)
(53,195)
(53,196)
(53,199)
(53,68)
(54,65)
(54,66)
(54,67)
(54,74)
(54,79)
(54,84)
(54,85)
(54,91)
(54,92)
(54,95)
(54,98)
(54,107)
(54,110)
(54,112)
(54,114)
(54,115)
(54,118)
(54,119)
(54,122)
(54,125)
(54,126)
(54,127)
(54,128)
(54,131)
(54,132)
(54,133)
(54,134)
(54,139)
(54,140)
(54,141)
(54,143)
(54,144)
(54,146)
(54,147)
(54,148)
(54,150)
(54,151)
(54,152)
(54,153)
(54,155)
(54,156)
(54,157)
(54,158)
(54,160)
(54,163)
(54,164)
(54,165)
(54,170)
(54,171)
(54,177)
(54,185)
(54,187)
(54,189)
(54,190)
(54,193)
(54,196)
(54,197)
(54,68)
(55,62)
(55,80)
(56,80)
(56,116)
(56,182)
(56,186)
(56,198)
(57,59)
(57,64)
(57,71)
(57,73)
(57,83)
(57,94)
(57,124)
(57,136)
(57,186)
(57,194)
(59,69)
(59,82)
(59,101)
(59,136)
(59,176)
(59,194)
(59,41)
(61,66)
(61,71)
(61,74)
(61,95)
(61,105)
(61,106)
(61,109)
(61,122)
(61,127)
(61,134)
(61,143)
(61,146)
(61,147)
(61,150)
(61,151)
(61,155)
(61,156)
(61,158)
(61,178)
(61,185)
(61,188)
(61,197)
(62,80)
(62,102)
(62,173)
(62,182)
(63,75)
(63,84)
(63,91)
(63,93)
(63,95)
(63,96)
(63,98)
(63,107)
(63,118)
(63,121)
(63,122)
(63,125)
(63,126)
(63,128)
(63,129)
(63,131)
(63,134)
(63,137)
(63,138)
(63,139)
(63,141)
(63,143)
(63,152)
(63,153)
(63,155)
(63,163)
(63,166)
(63,170)
(63,171)
(63,175)
(63,193)
(63,199)
(63,68)
(64,73)
(64,83)
(64,106)
(64,124)
(64,136)
(64,194)
(65,66)
(65,67)
(65,74)
(65,75)
(65,84)
(65,85)
(65,91)
(65,95)
(65,98)
(65,107)
(65,110)
(65,112)
(65,114)
(65,115)
(65,119)
(65,121)
(65,122)
(65,126)
(65,127)
(65,128)
(65,131)
(65,132)
(65,133)
(65,134)
(65,139)
(65,140)
(65,141)
(65,143)
(65,144)
(65,146)
(65,147)
(65,148)
(65,150)
(65,151)
(65,152)
(65,153)
(65,155)
(65,156)
(65,157)
(65,158)
(65,160)
(65,163)
(65,164)
(65,165)
(65,170)
(65,171)
(65,177)
(65,185)
(65,187)
(65,189)
(65,190)
(65,193)
(65,196)
(65,197)
(65,68)
(66,67)
(66,71)
(66,74)
(66,188)
(66,84)
(66,85)
(66,91)
(66,93)
(66,95)
(66,96)
(66,98)
(66,106)
(66,109)
(66,110)
(66,112)
(66,114)
(66,115)
(66,119)
(66,121)
(66,122)
(66,125)
(66,126)
(66,127)
(66,128)
(66,131)
(66,133)
(66,134)
(66,137)
(66,139)
(66,140)
(66,141)
(66,143)
(66,144)
(66,146)
(66,147)
(66,150)
(66,151)
(66,152)
(66,155)
(66,156)
(66,157)
(66,158)
(66,160)
(66,163)
(66,164)
(66,166)
(66,170)
(66,171)
(66,175)
(66,177)
(66,185)
(66,187)
(66,189)
(66,193)
(66,196)
(66,197)
(66,68)
(67,71)
(67,79)
(67,84)
(67,85)
(67,89)
(67,91)
(67,98)
(67,110)
(67,114)
(67,115)
(67,119)
(67,122)
(67,126)
(67,127)
(67,128)
(67,131)
(67,133)
(67,139)
(67,140)
(67,143)
(67,146)
(67,147)
(67,148)
(67,151)
(67,155)
(67,156)
(67,157)
(67,158)
(67,160)
(67,163)
(67,164)
(67,170)
(67,171)
(67,177)
(67,194)
(67,196)
(67,197)
(67,200)
(67,68)
(69,100)
(69,101)
(69,176)
(69,183)
(70,75)
(70,105)
(70,106)
(70,107)
(70,109)
(70,148)
(70,155)
(70,197)
(70,68)
(71,73)
(71,188)
(71,89)
(71,93)
(71,105)
(71,106)
(71,107)
(71,109)
(71,114)
(71,118)
(71,121)
(71,122)
(71,125)
(71,130)
(71,137)
(71,139)
(71,140)
(71,147)
(71,152)
(71,170)
(71,175)
(71,177)
(71,178)
(71,194)
(100,101)
(101,117)
(101,161)
(101,176)
(101,192)
(101,194)
(102,108)
(102,173)
(102,182)
(99,104)
(104,111)
(104,116)
(104,173)
(75,105)
(79,105)
(93,105)
(105,106)
(105,109)
(105,68)
(188,106)
(85,106)
(87,106)
(91,106)
(93,106)
(96,106)
(98,106)
(106,107)
(106,109)
(106,110)
(106,125)
(106,134)
(106,139)
(106,146)
(106,147)
(106,150)
(106,152)
(106,155)
(106,158)
(106,160)
(106,163)
(106,175)
(106,177)
(106,178)
(106,194)
(106,197)
(75,107)
(91,107)
(93,107)
(96,107)
(98,107)
(107,109)
(107,121)
(107,122)
(107,125)
(107,126)
(107,128)
(107,131)
(107,134)
(107,150)
(107,152)
(107,155)
(107,157)
(107,163)
(107,166)
(107,177)
(107,193)
(107,197)
(76,108)
(108,182)
(108,198)
(73,109)
(93,109)
(94,109)
(109,110)
(109,125)
(109,150)
(109,155)
(109,158)
(109,178)
(109,197)
(74,110)
(79,110)
(84,110)
(85,110)
(91,110)
(95,110)
(98,110)
(110,112)
(110,114)
(110,115)
(110,125)
(110,126)
(110,127)
(110,131)
(110,132)
(110,133)
(110,134)
(110,139)
(110,140)
(110,143)
(110,144)
(110,146)
(110,147)
(110,148)
(110,150)
(110,151)
(110,152)
(110,153)
(110,155)
(110,157)
(110,158)
(110,160)
(110,163)
(110,164)
(110,165)
(110,170)
(110,171)
(110,177)
(110,197)
(110,199)
(110,68)
(80,111)
(99,111)
(111,116)
(74,112)
(75,112)
(79,112)
(84,112)
(85,112)
(91,112)
(92,112)
(95,112)
(98,112)
(112,114)
(112,115)
(112,119)
(112,121)
(112,122)
(112,126)
(112,127)
(112,128)
(112,131)
(112,132)
(112,133)
(112,134)
(112,137)
(112,139)
(112,140)
(112,141)
(112,143)
(112,144)
(112,146)
(112,147)
(112,148)
(112,150)
(112,151)
(112,152)
(112,153)
(112,155)
(112,156)
(112,157)
(112,158)
(112,160)
(112,163)
(112,164)
(112,165)
(112,170)
(112,171)
(112,177)
(112,185)
(112,187)
(112,189)
(112,190)
(112,193)
(112,197)
(112,68)
(74,114)
(79,114)
(84,114)
(85,114)
(91,114)
(92,114)
(93,114)
(95,114)
(96,114)
(98,114)
(114,115)
(114,119)
(114,122)
(114,125)
(114,126)
(114,127)
(114,128)
(114,131)
(114,132)
(114,133)
(114,134)
(114,140)
(114,141)
(114,143)
(114,144)
(114,146)
(114,148)
(114,150)
(114,151)
(114,153)
(114,155)
(114,156)
(114,157)
(114,158)
(114,160)
(114,163)
(114,164)
(114,165)
(114,170)
(114,171)
(114,175)
(114,177)
(114,185)
(114,189)
(114,190)
(114,193)
(114,196)
(114,197)
(114,68)
(79,115)
(84,115)
(85,115)
(91,115)
(92,115)
(95,115)
(98,115)
(115,119)
(115,121)
(115,122)
(115,125)
(115,127)
(115,128)
(115,131)
(115,132)
(115,133)
(115,134)
(115,139)
(115,140)
(115,141)
(115,143)
(115,146)
(115,147)
(115,148)
(115,151)
(115,152)
(115,153)
(115,155)
(115,156)
(115,157)
(115,158)
(115,160)
(115,163)
(115,164)
(115,165)
(115,170)
(115,171)
(115,177)
(115,185)
(115,187)
(115,196)
(115,197)
(115,68)
(80,116)
(116,182)
(100,117)
(117,136)
(117,161)
(117,176)
(117,183)
(117,192)
(117,194)
(84,118)
(91,118)
(93,118)
(95,118)
(96,118)
(98,118)
(118,121)
(118,122)
(118,125)
(118,126)
(118,128)
(118,131)
(118,134)
(118,139)
(118,140)
(118,143)
(118,146)
(118,156)
(118,157)
(118,165)
(118,166)
(118,170)
(118,171)
(118,175)
(118,189)
(118,190)
(118,193)
(118,197)
(118,68)
(74,119)
(79,119)
(84,119)
(91,119)
(92,119)
(95,119)
(98,119)
(119,121)
(119,122)
(119,126)
(119,127)
(119,128)
(119,131)
(119,132)
(119,133)
(119,134)
(119,137)
(119,140)
(119,141)
(119,143)
(119,144)
(119,146)
(119,147)
(119,151)
(119,152)
(119,153)
(119,155)
(119,156)
(119,157)
(119,158)
(119,160)
(119,163)
(119,164)
(119,170)
(119,171)
(119,177)
(119,185)
(119,187)
(119,196)
(119,197)
(119,68)
(79,121)
(92,121)
(93,121)
(95,121)
(96,121)
(121,122)
(121,126)
(121,127)
(121,128)
(121,131)
(121,134)
(121,139)
(121,140)
(121,141)
(121,147)
(121,152)
(121,153)
(121,158)
(121,160)
(121,163)
(121,166)
(121,170)
(121,171)
(121,175)
(121,178)
(121,190)
(121,193)
(121,199)
(121,68)
(74,122)
(84,122)
(85,122)
(91,122)
(92,122)
(93,122)
(95,122)
(96,122)
(98,122)
(122,125)
(122,126)
(122,127)
(122,128)
(122,129)
(122,131)
(122,133)
(122,134)
(122,138)
(122,139)
(122,140)
(122,141)
(122,143)
(122,144)
(122,146)
(122,147)
(122,150)
(122,151)
(122,152)
(122,155)
(122,156)
(122,157)
(122,158)
(122,160)
(122,163)
(122,165)
(122,170)
(122,171)
(122,174)
(122,175)
(122,177)
(122,185)
(122,187)
(122,189)
(122,193)
(122,195)
(122,196)
(122,197)
(122,68)
(73,124)
(83,124)
(124,194)
(74,125)
(84,125)
(85,125)
(91,125)
(92,125)
(93,125)
(95,125)
(96,125)
(98,125)
(125,126)
(125,128)
(125,129)
(125,131)
(125,134)
(125,138)
(125,139)
(125,140)
(125,141)
(125,143)
(125,146)
(125,148)
(125,150)
(125,151)
(125,153)
(125,155)
(125,157)
(125,158)
(125,163)
(125,164)
(125,165)
(125,170)
(125,174)
(125,175)
(125,177)
(125,178)
(125,195)
(125,197)
(125,199)
(74,126)
(84,126)
(85,126)
(89,126)
(91,126)
(92,126)
(93,126)
(95,126)
(96,126)
(98,126)
(126,127)
(126,128)
(126,129)
(126,131)
(126,132)
(126,133)
(126,134)
(126,138)
(126,139)
(126,140)
(126,141)
(126,143)
(126,144)
(126,146)
(126,147)
(126,148)
(126,150)
(126,151)
(126,152)
(126,153)
(126,155)
(126,156)
(126,157)
(126,158)
(126,160)
(126,163)
(126,164)
(126,165)
(126,170)
(126,171)
(126,175)
(126,177)
(126,185)
(126,187)
(126,189)
(126,190)
(126,193)
(126,196)
(126,197)
(126,199)
(126,68)
(74,127)
(79,127)
(84,127)
(85,127)
(91,127)
(92,127)
(95,127)
(96,127)
(98,127)
(127,128)
(127,131)
(127,132)
(127,133)
(127,134)
(127,138)
(127,139)
(127,140)
(127,141)
(127,143)
(127,144)
(127,146)
(127,147)
(127,150)
(127,151)
(127,152)
(127,153)
(127,155)
(127,156)
(127,157)
(127,158)
(127,160)
(127,163)
(127,164)
(127,165)
(127,170)
(127,177)
(127,178)
(127,185)
(127,187)
(127,189)
(127,190)
(127,193)
(127,196)
(127,197)
(127,199)
(127,68)
(74,128)
(79,128)
(84,128)
(85,128)
(91,128)
(92,128)
(93,128)
(95,128)
(96,128)
(98,128)
(128,129)
(128,131)
(128,132)
(128,133)
(128,134)
(128,135)
(128,139)
(128,140)
(128,141)
(128,143)
(128,144)
(128,146)
(128,147)
(128,148)
(128,150)
(128,151)
(128,152)
(128,153)
(128,155)
(128,156)
(128,157)
(128,158)
(128,160)
(128,163)
(128,164)
(128,166)
(128,170)
(128,171)
(128,175)
(128,177)
(128,185)
(128,187)
(128,189)
(128,190)
(128,193)
(128,195)
(128,196)
(128,197)
(128,68)
(188,129)
(96,129)
(129,131)
(129,134)
(129,138)
(129,141)
(129,170)
(129,171)
(129,174)
(129,175)
(129,195)
(129,199)
(129,68)
(80,130)
(81,130)
(130,154)
(74,131)
(79,131)
(84,131)
(85,131)
(91,131)
(93,131)
(95,131)
(96,131)
(98,131)
(131,132)
(131,133)
(131,134)
(131,137)
(131,139)
(131,140)
(131,141)
(131,143)
(131,144)
(131,146)
(131,147)
(131,150)
(131,151)
(131,152)
(131,153)
(131,155)
(131,156)
(131,157)
(131,158)
(131,160)
(131,163)
(131,164)
(131,165)
(131,166)
(131,168)
(131,170)
(131,171)
(131,174)
(131,175)
(131,177)
(131,185)
(131,187)
(131,189)
(131,190)
(131,193)
(131,196)
(131,197)
(131,68)
(74,132)
(79,132)
(84,132)
(85,132)
(92,132)
(95,132)
(98,132)
(132,134)
(132,140)
(132,141)
(132,143)
(132,144)
(132,146)
(132,150)
(132,151)
(132,153)
(132,155)
(132,157)
(132,158)
(132,160)
(132,163)
(132,164)
(132,171)
(132,177)
(132,185)
(132,187)
(132,189)
(132,190)
(132,193)
(132,196)
(132,68)
(74,133)
(79,133)
(84,133)
(85,133)
(91,133)
(98,133)
(133,140)
(133,143)
(133,146)
(133,147)
(133,148)
(133,151)
(133,155)
(133,157)
(133,158)
(133,163)
(133,164)
(133,165)
(133,170)
(133,171)
(133,177)
(133,189)
(133,193)
(133,196)
(133,197)
(133,68)
(74,134)
(188,134)
(84,134)
(85,134)
(91,134)
(92,134)
(93,134)
(95,134)
(96,134)
(98,134)
(134,138)
(134,139)
(134,140)
(134,141)
(134,143)
(134,144)
(134,146)
(134,147)
(134,150)
(134,151)
(134,152)
(134,153)
(134,155)
(134,156)
(134,157)
(134,158)
(134,160)
(134,163)
(134,164)
(134,170)
(134,171)
(134,174)
(134,175)
